Tray	Soil	Treatment	Column	Row	Stage	Shoot_length	Shoot_fresh_weight	Root_dry_weight	Shoot_dry_weight
14	Sac	NC	B	10	4	40.4	0.57	0.0168	0.1092
14	Sac	NC	B	11	5	41	0.61	0.0188	0.116
14	Sac	NC	B	12	NA	NA	NA	NA	NA
14	Sac	NC	C	1	5	46.9	0.69	0.0203	0.138
14	Sac	NC	C	2	5	41.1	0.6	0.0187	0.1323
14	Sac	NC	C	3	5	42.3	0.4	0.0119	0.079
14	Sac	NC	C	4	5	47	0.79	0.0249	0.1617
14	Sac	NC	C	5	4	37.2	0.38	0.0101	0.073
14	Sac	NC	C	6	5	46.8	0.66	0.0209	0.1329
14	Sac	NC	C	7	5	44	0.61	0.0292	0.129
14	Sac	NC	C	8	5	45.2	0.65	0.0149	0.134
14	Sac	NC	C	9	4	37.2	0.35	0.0116	0.0857
14	Sac	NC	C	10	4	42.5	0.56	0.016	0.1227
14	Sac	NC	C	11	5	41.3	0.64	0.0183	0.123
14	Sac	NC	C	12	5	40.2	0.68	0.0264	0.1446
14	Sac	NC	D	1	5	44.2	0.56	0.0232	0.1199
14	Sac	NC	D	2	5	45.4	0.55	0.0173	0.1138
14	Sac	NC	D	3	5	40	0.43	0.0182	0.0915
14	Sac	NC	D	4	5	45.9	0.73	0.0242	0.1421
14	Sac	NC	D	5	5	49.6	0.8	0.0219	0.16
14	Sac	NC	D	6	5	47.1	0.8	0.0225	0.1666
14	Sac	NC	D	7	5	47.8	0.81	0.027	0.159
14	Sac	NC	D	8	5	46.1	0.59	0.0178	0.1112
14	Sac	NC	D	9	5	44.4	0.88	NA	0.1597
14	Sac	NC	D	10	5	44.6	0.57	0.016	0.1143
14	Sac	NC	D	11	5	43.5	0.7	0.022	0.139
14	Sac	NC	D	12	4	32.3	0.33	0.0106	0.0639
14	Sac	NC	E	1	4	42.1	0.41	0.0136	0.0821
14	Sac	NC	E	2	5	45	0.58	0.0165	0.1223
14	Sac	NC	E	3	5	45.1	0.54	0.017	0.1107
14	Sac	NC	E	4	4	41.6	0.69	0.019	0.14
14	Sac	NC	E	5	5	44.6	0.66	0.0142	0.1429
14	Sac	NC	E	6	3	35	0.28	0.0107	0.0488
14	Sac	NC	E	7	5	46.1	0.74	0.025	0.158
14	Sac	NC	E	8	NA	NA	NA	NA	NA
14	Sac	NC	E	9	5	42	0.63	0.0215	0.1309
14	Sac	NC	E	10	5	42.4	0.73	0.0235	0.1516
14	Sac	NC	E	11	5	41.2	0.69	0.0186	0.138
14	Sac	NC	E	12	5	42.2	0.61	0.0198	0.1226
14	Sac	NC	F	1	5	45	0.7	NA	0.1502
14	Sac	NC	F	2	5	43.1	0.52	0.0171	0.1092
14	Sac	NC	F	3	5	44.3	0.64	0.0177	0.1297
14	Sac	NC	F	4	5	43	0.62	0.0208	0.1255
14	Sac	NC	F	5	NA	NA	NA	NA	NA
14	Sac	NC	F	6	5	46.1	0.87	0.0227	0.1749
14	Sac	NC	F	7	3	22.3	0.14	0.0042	0.025
14	Sac	NC	F	8	5	45.5	0.63	0.0166	0.1185
14	Sac	NC	F	9	5	41.9	0.62	0.0215	0.1256
14	Sac	NC	F	10	4	42.8	0.47	0.0159	0.092
14	Sac	NC	F	11	5	46.8	0.85	0.0261	0.1742
14	Sac	NC	F	12	5	41.4	0.57	0.0125	0.1202
15	Dav	Ino	A	1	5	46.6	0.77	0.0151	0.1522
15	Dav	Ino	A	2	5	49	0.95	0.0238	0.1923
15	Dav	Ino	A	3	6	48.9	0.96	0.0223	0.171
15	Dav	Ino	A	4	5	46.5	0.78	0.0285	0.1675
15	Dav	Ino	A	5	5	42.1	0.62	0.022	0.1269
15	Dav	Ino	A	6	5	46.9	0.59	NA	0.1113
15	Dav	Ino	A	7	5	49.1	0.85	0.0176	0.1685
15	Dav	Ino	A	8	5	50.2	0.66	0.0118	0.1205
15	Dav	Ino	A	9	5	48	0.64	0.0096	0.121
15	Dav	Ino	A	10	6	48.6	1.01	0.0107	0.192
15	Dav	Ino	A	11	5	46.9	0.85	0.0171	0.1711
15	Dav	Ino	A	12	5	47	1.04	0.0247	0.1932
15	Dav	Ino	B	1	5	47.9	0.91	0.0192	0.1712
15	Dav	Ino	B	2	5	39.5	0.44	0.0199	0.098
15	Dav	Ino	B	3	5	50.2	0.7	0.0176	0.1387
15	Dav	Ino	B	4	5	48.3	0.72	0.0192	0.1425
15	Dav	Ino	B	5	NA	NA	NA	NA	NA
15	Dav	Ino	B	6	5	49.7	1	0.0236	0.191
15	Dav	Ino	B	7	5	44.1	0.83	0.0177	0.1608
15	Dav	Ino	B	8	5	45.2	0.67	0.0194	0.1229
15	Dav	Ino	B	9	5	44.1	0.6	0.0168	0.1092
15	Dav	Ino	B	10	5	49.2	0.78	0.0235	0.1476
15	Dav	Ino	B	11	7	48.6	1.11	0.0222	0.2185
15	Dav	Ino	B	12	5	47.7	0.97	0.0283	0.1852
15	Dav	Ino	C	1	5	50.2	1.01	0.0251	0.1935
15	Dav	Ino	C	2	5	47.4	0.77	0.0179	0.1615
15	Dav	Ino	C	3	5	42.1	0.52	0.0091	0.0975
15	Dav	Ino	C	4	5	50.1	0.88	0.0167	0.1813
15	Dav	Ino	C	5	5	51	0.87	0.025	0.1776
15	Dav	Ino	C	6	5	48.8	0.59	0.0129	0.1091
15	Dav	Ino	C	7	5	47	0.87	0.0197	0.1755
15	Dav	Ino	C	8	6	49	1.15	0.0299	0.2162
15	Dav	Ino	C	9	5	49.1	1.11	0.0271	0.2142
15	Dav	Ino	C	10	5	44	0.86	NA	0.1672
15	Dav	Ino	C	11	5	47.6	0.99	0.0228	0.1912
15	Dav	Ino	C	12	4	35.6	0.38	0.006	0.0666
15	Dav	Ino	D	1	5	46.8	1.01	0.0227	0.1915
15	Dav	Ino	D	2	5	48.7	0.92	0.0222	0.1859
15	Dav	Ino	D	3	6	50	1.11	0.026	0.2202
15	Dav	Ino	D	4	6	49	1.07	0.0226	0.209
15	Dav	Ino	D	5	5	47.7	0.89	0.0164	0.1691
15	Dav	Ino	D	6	5	48.5	0.8	0.0191	0.1522
15	Dav	Ino	D	7	5	43.1	0.82	0.0199	0.1653
15	Dav	Ino	D	8	5	46.5	0.98	0.0202	0.1921
15	Dav	Ino	D	9	6	43.6	0.82	0.0227	0.1698
15	Dav	Ino	D	10	6	46.6	1.1	0.0269	0.2197
15	Dav	Ino	D	11	6	48.1	0.96	0.021	0.1845
15	Dav	Ino	D	12	5	49.7	1.08	0.0203	0.2116
15	Dav	Ino	E	1	5	45.5	0.69	0.0109	0.1438
15	Dav	Ino	E	2	5	45.3	0.81	NA	0.166
15	Dav	Ino	E	3	5	49.9	0.63	0.0124	0.1116
15	Dav	Ino	E	4	4	43.5	0.68	0.0148	0.133
15	Dav	Ino	E	5	5	46.3	0.85	0.019	0.1627
15	Dav	Ino	E	6	5	42.4	0.62	0.0142	0.1214
15	Dav	Ino	E	7	5	47.6	0.84	0.0164	0.1338
15	Dav	Ino	E	8	5	44	0.74	0.0186	0.1442
15	Dav	Ino	E	9	7	48	1.08	0.0269	0.2204
15	Dav	Ino	E	10	4	44	0.63	0.0143	0.12
15	Dav	Ino	E	11	6	48.1	1.14	0.0313	0.2235
15	Dav	Ino	E	12	4	38.6	0.5	0.0127	0.0937
15	Dav	Ino	F	1	5	47.7	0.74	0.0197	0.1498
15	Dav	Ino	F	2	6	47.2	1.07	0.0219	0.207
15	Dav	Ino	F	3	6	50.2	1.17	0.027	0.2325
15	Dav	Ino	F	4	7	49.1	1.03	0.0255	0.2032
15	Dav	Ino	F	5	6	47.2	0.94	0.029	0.1873
15	Dav	Ino	F	6	6	46.1	0.84	0.018	0.1779
15	Dav	Ino	F	7	5	45.2	0.8	0.02	0.1584
15	Dav	Ino	F	8	4	44.1	0.68	0.0157	0.1377
15	Dav	Ino	F	9	6	47.1	1.06	0.0224	0.204
15	Dav	Ino	F	10	6	44.6	1.05	0.0315	0.213
15	Dav	Ino	F	11	6	48.1	1.13	0.0271	0.2283
15	Dav	Ino	F	12	5	48.7	0.92	0.0248	0.1835
16	AN	NC	A	1	5	38.2	0.52	0.0144	0.1008
16	AN	NC	A	2	5	39.6	0.57	0.02	0.1129
16	AN	NC	A	3	5	39.1	0.58	0.0152	0.1147
16	AN	NC	A	4	5	41.2	0.73	0.0086	0.1425
16	AN	NC	A	5	5	40.5	0.61	0.0157	0.1179
16	AN	NC	A	6	NA	NA	NA	NA	NA
16	AN	NC	A	7	5	38.1	0.54	0.0186	0.1088
16	AN	NC	A	8	5	38.7	0.47	0.0146	0.089
16	AN	NC	A	9	5	40.3	0.62	0.016	0.119
16	AN	NC	A	10	4	41.1	0.62	0.0184	0.113
16	AN	NC	A	11	3	24.1	0.2	0.0067	0.0348
16	AN	NC	A	12	5	40.2	0.68	0.0133	0.1304
16	AN	NC	B	1	6	39.9	0.69	0.016	0.1406
16	AN	NC	B	2	5	38.5	0.53	0.0165	0.1015
16	AN	NC	B	3	5	40.6	0.61	0.0174	0.1254
16	AN	NC	B	4	4	39.6	0.47	NA	0.0874
16	AN	NC	B	5	5	40.3	0.61	0.0128	0.1121
16	AN	NC	B	6	5	44.1	0.71	0.0166	0.1357
16	AN	NC	B	7	4	40	0.59	0.0168	0.1183
16	AN	NC	B	8	5	40.5	0.58	0.0154	0.1124
16	AN	NC	B	9	5	40.6	0.5	0.0129	0.094
16	AN	NC	B	10	5	40.4	0.58	0.0127	0.1103
16	AN	NC	B	11	5	39.8	0.53	0.0147	0.0958
16	AN	NC	B	12	5	43.7	0.63	NA	0.1222
16	AN	NC	C	1	5	38.5	0.61	0.0165	0.121
16	AN	NC	C	2	5	41.6	0.43	0.0083	0.0827
16	AN	NC	C	3	4	36.5	0.36	0.0168	0.0675
16	AN	NC	C	4	5	40.5	0.54	0.0144	0.1068
16	AN	NC	C	5	4	37.9	0.52	0.0106	0.0949
16	AN	NC	C	6	5	40	0.52	0.0162	0.0993
16	AN	NC	C	7	4	40.2	0.49	0.0093	0.0873
16	AN	NC	C	8	5	37.1	0.37	0.0092	0.0652
16	AN	NC	C	9	4	41.3	0.47	0.0102	0.0906
16	AN	NC	C	10	5	39.8	0.56	0.0145	0.1042
16	AN	NC	C	11	4	38.7	0.68	0.0189	0.1353
16	AN	NC	C	12	5	39.9	0.61	0.0169	0.1193
16	AN	NC	D	1	6	40.4	0.71	0.0224	0.1498
16	AN	NC	D	2	5	39	0.57	0.0197	0.1038
16	AN	NC	D	3	4	37.1	0.5	0.0195	0.1033
16	AN	NC	D	4	4	35	0.34	0.0098	0.0675
16	AN	NC	D	5	3	12.8	0.08	0.0076	0.0151
16	AN	NC	D	6	5	40	0.62	0.0161	0.1212
16	AN	NC	D	7	5	41.1	0.66	0.0159	0.1341
16	AN	NC	D	8	5	38.2	0.59	0.0143	0.1161
16	AN	NC	D	9	5	42.6	0.68	0.0191	0.1289
16	AN	NC	D	10	5	43.5	0.84	0.0241	0.1703
16	AN	NC	D	11	6	44.1	0.8	0.0276	0.1538
16	AN	NC	D	12	4	38.6	0.59	0.0166	0.1163
16	AN	NC	E	1	5	39.5	0.65	0.0173	0.1277
16	AN	NC	E	2	4	37	0.48	NA	0.0938
16	AN	NC	E	3	5	41.2	0.55	0.0129	0.0925
16	AN	NC	E	4	4	36.5	0.47	0.0128	0.0874
16	AN	NC	E	5	5	39.1	0.52	0.0151	0.0947
16	AN	NC	E	6	5	39	0.44	0.0147	0.0826
16	AN	NC	E	7	4	35.5	0.4	0.0112	0.0733
16	AN	NC	E	8	4	38.1	0.38	0.0121	0.0694
16	AN	NC	E	9	4	33	0.26	0.0091	0.0463
16	AN	NC	E	10	5	38.5	0.55	0.0157	0.1039
16	AN	NC	E	11	5	39.4	0.61	0.018	0.1159
16	AN	NC	E	12	5	38.2	0.41	0.0108	0.0749
16	AN	NC	F	1	5	38.5	0.5	0.0135	0.0955
16	AN	NC	F	2	5	40.1	0.64	0.0214	0.1285
16	AN	NC	F	3	3	36.1	0.28	0.0075	0.05
16	AN	NC	F	4	4	39.5	0.41	0.0112	0.0768
16	AN	NC	F	5	4	34.9	0.34	0.0087	0.0593
16	AN	NC	F	6	3	39.5	0.33	0.0095	0.0624
16	AN	NC	F	7	5	37.7	0.58	0.0182	0.113
16	AN	NC	F	8	5	37.1	0.46	0.0114	0.0866
16	AN	NC	F	9	7	40.9	0.8	0.0242	0.1577
16	AN	NC	F	10	5	39.8	0.62	0.0188	0.1285
16	AN	NC	F	11	3	31.4	0.25	0.0081	0.0465
16	AN	NC	F	12	4	37	0.48	0.0113	0.0952
17	AA	Ino	A	1	4	33.2	0.39	0.0178	0.0796
17	AA	Ino	A	2	5	37.3	0.51	NA	0.1135
17	AA	Ino	A	3	3	15.4	0.08	0.0015	0.0144
17	AA	Ino	A	4	4	30.9	0.35	0.0126	0.0715
17	AA	Ino	A	5	5	35.4	0.37	0.013	0.0782
17	AA	Ino	A	6	5	37	0.47	0.0145	0.099
17	AA	Ino	A	7	5	34	0.43	0.0147	0.0823
17	AA	Ino	A	8	4	35.5	0.37	0.0106	0.0743
17	AA	Ino	A	9	5	36.5	0.47	0.0158	0.0992
17	AA	Ino	A	10	5	37	0.51	0.0142	0.1113
17	AA	Ino	A	11	4	35	0.37	0.0112	0.08
17	AA	Ino	A	12	5	35.2	0.47	0.0135	0.0956
17	AA	Ino	B	1	5	38.5	0.44	0.0156	0.0913
17	AA	Ino	B	2	5	36.6	0.37	0.009	0.0802
17	AA	Ino	B	3	5	34.1	0.43	0.0129	0.0998
17	AA	Ino	B	4	5	35.1	0.4	0.0113	0.0837
17	AA	Ino	B	5	4	29.5	0.33	0.0105	0.0702
17	AA	Ino	B	6	5	35	0.42	0.0141	0.0865
17	AA	Ino	B	7	4	34.9	0.36	0.0106	0.0754
17	AA	Ino	B	8	5	36.9	0.5	0.0143	0.1009
17	AA	Ino	B	9	5	34.4	0.47	0.0156	0.0988
17	AA	Ino	B	10	5	31.6	0.45	0.0164	0.0925
17	AA	Ino	B	11	5	29.6	0.38	NA	0.0778
17	AA	Ino	B	12	5	30	0.26	0.0079	0.0495
17	AA	Ino	C	1	5	37.2	0.49	0.0214	0.109
17	AA	Ino	C	2	5	38	0.45	0.0143	0.096
17	AA	Ino	C	3	5	36.4	0.4	0.0147	0.0973
17	AA	Ino	C	4	5	34.5	0.41	0.0126	0.083
17	AA	Ino	C	5	5	35.1	0.47	0.0143	0.092
17	AA	Ino	C	6	5	35.2	0.54	0.0158	0.1065
17	AA	Ino	C	7	4	32	0.3	0.0098	0.0629
17	AA	Ino	C	8	5	34.5	0.44	0.0137	0.0882
17	AA	Ino	C	9	4	28.6	0.27	0.0102	0.0603
17	AA	Ino	C	10	4	31.3	0.31	0.0093	0.067
17	AA	Ino	C	11	5	36.9	0.52	0.0159	0.1049
17	AA	Ino	C	12	5	30	0.37	0.0112	0.08
17	AA	Ino	D	1	5	35.6	0.46	0.0145	0.0958
17	AA	Ino	D	2	5	37.7	0.51	0.0131	0.1072
17	AA	Ino	D	3	5	37.5	0.48	0.0133	0.1006
17	AA	Ino	D	4	5	36.2	0.49	0.0126	0.1069
17	AA	Ino	D	5	4	18.8	0.11	0.0069	0.0205
17	AA	Ino	D	6	5	34	0.44	0.0176	0.0902
17	AA	Ino	D	7	5	39.8	0.42	0.0127	0.089
17	AA	Ino	D	8	5	34.1	0.44	0.02	0.0957
17	AA	Ino	D	9	5	33.6	0.41	0.0088	0.0815
17	AA	Ino	D	10	5	30.8	0.47	0.0135	0.1013
17	AA	Ino	D	11	5	35.6	0.42	0.0142	0.0902
17	AA	Ino	D	12	5	33.2	0.43	0.0219	0.0899
17	AA	Ino	E	1	5	38.8	0.46	0.0204	0.0978
17	AA	Ino	E	2	5	36	0.5	0.0149	0.0982
17	AA	Ino	E	3	5	39	0.47	0.0143	0.1038
17	AA	Ino	E	4	4	32.6	0.37	0.0165	0.077
17	AA	Ino	E	5	5	36.1	0.43	0.0123	0.092
17	AA	Ino	E	6	4	30.6	0.31	NA	0.0719
17	AA	Ino	E	7	5	41.2	0.5	0.0178	0.1081
17	AA	Ino	E	8	5	39.2	0.53	0.0173	0.1097
17	AA	Ino	E	9	5	35.4	0.43	0.014	0.0878
17	AA	Ino	E	10	5	35.2	0.48	0.0172	0.1009
17	AA	Ino	E	11	5	32.4	0.38	0.0142	0.0685
17	AA	Ino	E	12	4	23.6	0.22	0.0105	0.0492
17	AA	Ino	F	1	5	37.1	0.46	0.0181	0.0982
17	AA	Ino	F	2	5	38	0.51	0.0173	0.1103
17	AA	Ino	F	3	4	31.2	0.31	0.0126	0.0681
17	AA	Ino	F	4	4	38	0.48	0.0117	0.1025
17	AA	Ino	F	5	5	33.9	0.41	0.014	0.0919
17	AA	Ino	F	6	4	31.9	0.32	0.0109	0.0689
17	AA	Ino	F	7	5	36	0.44	0.0122	0.0928
17	AA	Ino	F	8	5	35.9	0.55	0.0185	0.1157
17	AA	Ino	F	9	5	32.3	0.42	0.0066	0.0842
17	AA	Ino	F	10	4	29	0.3	0.0071	0.0573
17	AA	Ino	F	11	5	38.1	0.54	0.0172	0.1167
17	AA	Ino	F	12	5	32.1	0.41	0.0104	0.0871
18	Sac	Ino	A	1	6	47.6	0.71	0.0224	0.1727
18	Sac	Ino	A	2	5	46.3	0.78	0.017	0.16
18	Sac	Ino	A	3	5	48.4	0.63	NA	0.1257
18	Sac	Ino	A	4	5	41.3	0.48	0.0205	0.0955
18	Sac	Ino	A	5	5	46.6	0.67	0.0201	0.134
18	Sac	Ino	A	6	5	46.2	0.84	0.0229	0.1542
18	Sac	Ino	A	7	6	47.6	1.15	0.0336	0.2361
18	Sac	Ino	A	8	5	43.6	0.61	0.0123	0.119
18	Sac	Ino	A	9	5	41.1	0.41	0.0103	0.0763
18	Sac	Ino	A	10	5	40	0.44	0.0123	0.0813
18	Sac	Ino	A	11	5	47.2	0.58	0.0153	0.1158
18	Sac	Ino	A	12	5	47.1	0.66	0.0149	0.1195
18	Sac	Ino	B	1	5	38.2	0.62	0.0162	0.1184
18	Sac	Ino	B	2	5	42.6	0.61	0.0134	0.1209
18	Sac	Ino	B	3	5	53.5	0.78	0.0152	0.1528
18	Sac	Ino	B	4	NA	NA	NA	NA	NA
18	Sac	Ino	B	5	4	39.4	0.41	0.013	0.0866
18	Sac	Ino	B	6	5	41.7	0.51	0.0111	0.1024
18	Sac	Ino	B	7	5	53.2	0.8	0.0212	0.14
18	Sac	Ino	B	8	5	46	0.63	0.0111	0.1191
18	Sac	Ino	B	9	4	42.8	0.45	0.0102	0.083
18	Sac	Ino	B	10	4	37.1	0.34	0.0075	0.0637
18	Sac	Ino	B	11	5	47.2	0.95	0.0184	0.1897
18	Sac	Ino	B	12	6	52.1	0.78	0.0123	0.1309
18	Sac	Ino	C	1	5	45.2	0.85	0.021	0.1704
18	Sac	Ino	C	2	5	44.9	0.99	0.0241	0.202
18	Sac	Ino	C	3	4	41.7	0.51	0.0124	0.1029
18	Sac	Ino	C	4	4	47.7	0.58	0.0138	0.122
18	Sac	Ino	C	5	4	43.1	0.43	0.0114	0.0892
18	Sac	Ino	C	6	5	41	0.33	0.0087	0.0627
18	Sac	Ino	C	7	5	46.9	0.67	0.0145	0.1247
18	Sac	Ino	C	8	4	40.6	0.42	0.009	0.0868
18	Sac	Ino	C	9	3	30.1	0.17	0.0028	0.0296
18	Sac	Ino	C	10	6	45.8	1	0.0227	0.192
18	Sac	Ino	C	11	5	45.2	0.59	0.0127	0.1101
18	Sac	Ino	C	12	5	46.9	0.91	0.0178	0.19
18	Sac	Ino	D	1	5	40.3	0.48	0.0145	0.0945
18	Sac	Ino	D	2	5	48.4	0.85	0.0229	0.17
18	Sac	Ino	D	3	4	45.1	0.57	0.0134	0.1137
18	Sac	Ino	D	4	5	44.6	0.5	0.0118	0.1064
18	Sac	Ino	D	5	5	44.2	0.57	0.0138	0.1059
18	Sac	Ino	D	6	4	44.8	0.49	0.0129	0.0972
18	Sac	Ino	D	7	5	46.2	0.57	NA	0.105
18	Sac	Ino	D	8	5	51.3	0.84	0.0201	0.1566
18	Sac	Ino	D	9	5	47.9	0.7	0.0191	0.1239
18	Sac	Ino	D	10	5	49	0.71	0.0184	0.1259
18	Sac	Ino	D	11	5	48.6	0.76	0.0172	0.1456
18	Sac	Ino	D	12	5	46.7	0.65	0.0214	0.1147
18	Sac	Ino	E	1	6	44.5	1.02	0.0277	0.2137
18	Sac	Ino	E	2	4	44.5	0.56	0.0181	0.1186
18	Sac	Ino	E	3	4	35.5	0.39	0.0151	0.0703
18	Sac	Ino	E	4	4	37.8	0.44	0.0219	0.0878
18	Sac	Ino	E	5	5	44.4	0.51	0.0148	0.0799
18	Sac	Ino	E	6	5	46.7	0.62	0.0151	0.1152
18	Sac	Ino	E	7	5	46.8	0.6	0.0162	0.1135
18	Sac	Ino	E	8	5	49	0.87	0.0235	0.1695
18	Sac	Ino	E	9	5	45.4	0.61	0.0148	0.1122
18	Sac	Ino	E	10	5	51.1	0.8	0.025	0.1472
18	Sac	Ino	E	11	5	49.8	0.54	0.0176	0.0981
18	Sac	Ino	E	12	5	50.2	0.85	NA	0.1514
18	Sac	Ino	F	1	4	45	0.77	0.0174	0.1669
18	Sac	Ino	F	2	3	25.5	0.15	0.0077	0.0266
18	Sac	Ino	F	3	4	44.5	0.54	0.0086	0.1006
18	Sac	Ino	F	4	5	50.1	0.78	0.016	0.1468
18	Sac	Ino	F	5	7	46.2	1.13	0.0178	0.22
18	Sac	Ino	F	6	3	28.6	0.14	0.0036	0.0221
18	Sac	Ino	F	7	5	50.6	0.75	0.0158	0.1468
18	Sac	Ino	F	8	2	18	0.07	0.0016	0.0128
18	Sac	Ino	F	9	5	45.1	0.55	0.0175	0.11
18	Sac	Ino	F	10	5	50	0.67	0.0132	0.1211
18	Sac	Ino	F	11	5	46.9	0.5	0.011	0.09
18	Sac	Ino	F	12	5	46.6	0.45	0.0102	0.087
19	Dav	NC	A	1	4	38	0.45	0.015	0.0896
19	Dav	NC	A	2	4	34.1	0.37	0.0133	0.0692
19	Dav	NC	A	3	4	37.7	0.45	0.0143	0.089
19	Dav	NC	A	4	4	40.3	0.59	0.0202	0.1242
19	Dav	NC	A	5	4	39.3	0.58	0.0166	0.1267
19	Dav	NC	A	6	5	44.2	0.69	0.0287	0.1382
19	Dav	NC	A	7	2	12.3	0.06	0.0027	0.0112
19	Dav	NC	A	8	3	19.5	0.12	0.0073	0.0243
19	Dav	NC	A	9	4	40	0.56	0.022	0.1297
19	Dav	NC	A	10	5	41.8	0.72	0.0389	0.1508
19	Dav	NC	A	11	6	42.6	0.65	0.0199	0.1369
19	Dav	NC	A	12	5	44.1	0.76	0.0248	0.11612
19	Dav	NC	B	1	NA	NA	NA	NA	NA
19	Dav	NC	B	2	5	45.1	0.76	0.0224	0.1592
19	Dav	NC	B	3	5	40.6	0.61	0.0216	0.1157
19	Dav	NC	B	4	5	41.6	0.58	0.021	0.1177
19	Dav	NC	B	5	5	42.5	0.53	0.0128	0.0935
19	Dav	NC	B	6	5	37.5	0.43	0.0137	0.0864
19	Dav	NC	B	7	5	41.6	0.57	0.0163	0.1104
19	Dav	NC	B	8	4	38	0.44	0.0154	0.0897
19	Dav	NC	B	9	5	38.2	0.47	0.0166	0.0921
19	Dav	NC	B	10	5	39.9	0.49	0.016	0.1048
19	Dav	NC	B	11	5	40.2	0.66	0.0194	0.1313
19	Dav	NC	B	12	6	42.4	0.88	0.0193	0.1744
19	Dav	NC	C	1	5	38.9	0.45	NA	0.09
19	Dav	NC	C	2	5	38.9	0.47	0.01	0.0902
19	Dav	NC	C	3	5	42.3	0.59	0.0195	0.1156
19	Dav	NC	C	4	4	32.5	0.31	0.0084	0.0595
19	Dav	NC	C	5	5	41.3	0.55	0.0174	0.1045
19	Dav	NC	C	6	5	42.5	0.64	0.0234	0.1275
19	Dav	NC	C	7	5	41.6	0.52	0.0174	0.1019
19	Dav	NC	C	8	NA	NA	NA	NA	NA
19	Dav	NC	C	9	5	38.1	0.46	0.019	0.0913
19	Dav	NC	C	10	4	31.1	0.25	0.0084	0.0466
19	Dav	NC	C	11	6	39.2	0.66	0.027	0.13
19	Dav	NC	C	12	6	42.2	0.84	0.028	0.1674
19	Dav	NC	D	1	3	25.5	0.23	0.007	0.0541
19	Dav	NC	D	2	5	38.8	0.56	0.0194	0.1078
19	Dav	NC	D	3	4	42.4	0.72	NA	0.1528
19	Dav	NC	D	4	4	40.9	0.68	0.0203	0.1363
19	Dav	NC	D	5	5	41.3	0.64	0.0202	0.1267
19	Dav	NC	D	6	4	42.3	0.73	0.0192	0.1488
19	Dav	NC	D	7	5	39	0.55	0.0162	0.1053
19	Dav	NC	D	8	5	43.1	0.59	0.0138	0.1061
19	Dav	NC	D	9	5	39.9	0.53	0.0147	0.1103
19	Dav	NC	D	10	5	40.5	0.65	0.0169	0.13
19	Dav	NC	D	11	6	43.1	0.83	0.0249	0.1746
19	Dav	NC	D	12	5	40.5	0.57	0.0144	0.111
19	Dav	NC	E	1	6	47	0.92	0.0293	0.1998
19	Dav	NC	E	2	6	44.2	0.71	0.0203	0.144
19	Dav	NC	E	3	4	42.1	0.45	0.0094	0.0771
19	Dav	NC	E	4	6	44	0.83	0.0202	0.1705
19	Dav	NC	E	5	6	40.2	0.77	0.0246	0.156
19	Dav	NC	E	6	5	39.8	0.63	0.0185	0.1222
19	Dav	NC	E	7	4	38.4	0.43	0.0111	0.0824
19	Dav	NC	E	8	5	40.3	0.61	0.0155	0.1229
19	Dav	NC	E	9	4	39.6	0.48	0.0127	0.0949
19	Dav	NC	E	10	5	38.1	0.47	0.0266	0.0904
19	Dav	NC	E	11	4	38	0.34	0.0081	0.0651
19	Dav	NC	E	12	4	36.4	0.58	0.016	0.1202
19	Dav	NC	F	1	3	36.9	0.43	0.0167	0.0853
19	Dav	NC	F	2	4	32	0.36	0.0082	0.0701
19	Dav	NC	F	3	5	39.1	0.5	0.0162	0.0971
19	Dav	NC	F	4	5	44.2	0.87	0.0253	0.1702
19	Dav	NC	F	5	4	32.8	0.33	0.0103	0.0618
19	Dav	NC	F	6	4	41.2	0.49	0.0208	0.1075
19	Dav	NC	F	7	5	40.2	0.5	0.0163	0.0956
19	Dav	NC	F	8	5	38.6	0.5	0.0114	0.0969
19	Dav	NC	F	9	5	41	0.68	0.0151	0.1402
19	Dav	NC	F	10	4	29.8	0.29	NA	0.0601
19	Dav	NC	F	11	3	38.7	0.37	0.0113	0.0734
19	Dav	NC	F	12	5	42.1	0.7	0.0213	0.1669
20	BN	Ino	A	1	4	40	0.53	0.021	0.1311
20	BN	Ino	A	2	5	40.9	0.45	0.023	0.1218
20	BN	Ino	A	3	5	38.2	0.45	0.0229	0.1091
20	BN	Ino	A	4	5	37.4	0.46	0.0178	0.1033
20	BN	Ino	A	5	5	38.2	0.51	0.0139	0.106
20	BN	Ino	A	6	5	36.3	0.41	0.0152	0.0885
20	BN	Ino	A	7	4	31.3	0.33	NA	0.0745
20	BN	Ino	A	8	5	44.9	0.63	0.0215	0.1342
20	BN	Ino	A	9	4	42.5	0.55	0.0205	0.1303
20	BN	Ino	A	10	4	39.9	0.51	0.0201	0.1209
20	BN	Ino	A	11	5	43	0.65	0.0235	0.1346
20	BN	Ino	A	12	5	41.6	0.62	0.0248	0.137
20	BN	Ino	B	1	5	37.4	0.53	0.0172	0.1134
20	BN	Ino	B	2	NA	NA	NA	NA	NA
20	BN	Ino	B	3	5	38.9	0.5	0.0193	0.1158
20	BN	Ino	B	4	5	39.5	0.53	0.022	0.1234
20	BN	Ino	B	5	5	37.6	0.54	0.0216	0.1259
20	BN	Ino	B	6	4	31.2	0.33	0.0097	0.0741
20	BN	Ino	B	7	5	40.2	0.56	0.0184	0.1211
