Compartment	host_common_name	study	SampleID	depth	richness	shannon
Roots	grape	grape_gilbert	2382.MU002.C3.HA.2.683.root.9.12.lane7.NoIndex.L007.sequences	57934	3608	8.615225550079652
Roots	grape	grape_gilbert	2382.MU002.C3.HA.3.288.root.9.11.lane1.NoIndex.L001.sequences	30550	2907	8.780994289651368
Roots	grape	grape_gilbert	2382.MU002.C3.HA.3.488.root.4.12.lane7.NoIndex.L007.sequences	45805	3886	9.336556894839628
Roots	grape	grape_gilbert	2382.MU002.C3.HA.3.688.root.9.12.lane7.NoIndex.L007.sequences	218541	5369	7.859942370518138
Roots	grape	grape_gilbert	2382.MU002.C3.HA.3.71.root.6.11.lane1.NoIndex.L001.sequences	34837	3231	9.053318584783279
Roots	grape	grape_gilbert	2382.MU002.C3.HA.4.293.root.9.11.lane1.NoIndex.L001.sequences	51733	4337	8.189760989043867
Roots	grape	grape_gilbert	2382.MU002.C3.HA.4.493.root.4.12.lane7.NoIndex.L007.sequences	78792	5015	9.207051982761717
Roots	grape	grape_gilbert	2382.MU002.C3.HA.4.693.root.9.12.lane7.NoIndex.L007.sequences	165269	4489	8.448334956936293
Roots	grape	grape_gilbert	2382.MU002.C3.HA.4.75.root.6.11.lane1.NoIndex.L001.sequences	54430	4700	9.835995026957443
Roots	grape	grape_gilbert	2382.MU002.C3.HA.5.298.root.9.11.lane1.NoIndex.L001.sequences	44037	4531	10.036306206517954
Roots	grape	grape_gilbert	2382.MU002.C3.HA.5.498.root.4.12.lane7.NoIndex.L007.sequences	52532	3009	8.468582048209695
Roots	grape	grape_gilbert	2382.MU002.C3.HA.5.698.root.9.12.lane7.NoIndex.L007.sequences	136860	4354	7.066569680777348
Roots	grape	grape_gilbert	2382.MU002.C3.HA.5.79.root.6.11.lane1.NoIndex.L001.sequences	55496	4735	9.862718139944631
Roots	grape	grape_gilbert	2382.RU006.C181.RH.1.143.root.6.11.lane1.NoIndex.L001.sequences	59367	4636	9.294622069757082
Roots	grape	grape_gilbert	2382.RU006.C181.RH.1.378.root.9.11.lane1.NoIndex.L001.sequences	47501	4870	9.90219887450994
Roots	grape	grape_gilbert	2382.RU006.C181.RH.1.578.root.4.12.lane7.NoIndex.L007.sequences	53507	3519	8.775021164579465
Roots	grape	grape_gilbert	2382.RU006.C181.RH.1.778.root.9.12.lane7.NoIndex.L007.sequences	154615	4395	8.907088186325181
Roots	grape	grape_gilbert	2382.RU006.C181.RH.2.147.root.6.11.lane1.NoIndex.L001.sequences	44872	3959	9.542163848446382
Roots	grape	grape_gilbert	2382.RU006.C181.RH.2.383.root.9.11.lane1.NoIndex.L001.sequences	53904	3578	7.339864322470384
Roots	grape	grape_gilbert	2382.RU006.C181.RH.2.583.root.4.12.lane7.NoIndex.L007.sequences	57496	4346	8.8828439198427
Roots	grape	grape_gilbert	2382.RU006.C181.RH.2.783.root.9.12.lane7.NoIndex.L007.sequences	178971	4596	7.716292454703966
Roots	grape	grape_gilbert	2382.RU006.C181.RH.3.151.root.6.11.lane1.NoIndex.L001.sequences	53845	3984	8.916373408345242
Roots	grape	grape_gilbert	2382.RU006.C181.RH.3.388.root.9.11.lane1.NoIndex.L001.sequences	61785	4158	8.900891918458488
Roots	grape	grape_gilbert	2382.RU006.C181.RH.3.588.root.4.12.lane7.NoIndex.L007.sequences	65526	4114	8.595169925632028
Roots	grape	grape_gilbert	2382.RU006.C181.RH.3.788.root.9.12.lane7.NoIndex.L007.sequences	186516	5508	9.281237584831603
Roots	grape	grape_gilbert	2382.RU006.C181.RH.4.155.root.6.11.lane1.NoIndex.L001.sequences	49e3	3606	8.380430870817602
Roots	grape	grape_gilbert	2382.RU006.C181.RH.4.593.root.4.12.lane7.NoIndex.L007.sequences	52776	3821	7.484925213372871
Roots	grape	grape_gilbert	2382.RU006.C181.RH.4.793.root.9.12.lane7.NoIndex.L007.sequences	53375	4008	8.829369859524267
Roots	grape	grape_gilbert	2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences	51069	4020	9.199079724508229
Roots	grape	grape_gilbert	2382.RU006.C181.RH.5.598.root.4.12.lane7.NoIndex.L007.sequences	48323	3252	7.563466664453822
Roots	grape	grape_gilbert	2382.RU006.C181.RH.5.798.root.9.12.lane7.NoIndex.L007.sequences	181194	5395	8.530203586274647
Roots	grape	grape_gilbert	2382.SH004.C1.RH.1.203.root.9.11.lane1.NoIndex.L001.sequences	50358	5171	10.173811460103487
Roots	grape	grape_gilbert	2382.SH004.C1.RH.1.3.root.6.11.lane1.NoIndex.L001.sequences	30189	3193	9.125701192737258
Roots	grape	grape_gilbert	2382.SH004.C1.RH.1.403.root.4.12.lane7.NoIndex.L007.sequences	66028	4644	9.500066660283496
Roots	grape	grape_gilbert	2382.SH004.C1.RH.1.603.root.9.12.lane7.NoIndex.L007.sequences	38652	3646	8.298668290655735
Roots	grape	grape_gilbert	2382.SH004.C1.RH.2.208.root.9.11.lane1.NoIndex.L001.sequences	41453	4970	10.415712878692576
Roots	grape	grape_gilbert	2382.SH004.C1.RH.2.408.root.4.12.lane7.NoIndex.L007.sequences	103152	4717	8.72653966683523
Roots	grape	grape_gilbert	2382.SH004.C1.RH.2.608.root.9.12.lane7.NoIndex.L007.sequences	122878	4280	7.693141301591683
Roots	grape	grape_gilbert	2382.SH004.C1.RH.2.7.root.6.11.lane1.NoIndex.L001.sequences	29197	3303	9.400177458506604
Roots	grape	grape_gilbert	2382.SH004.C1.RH.3.11.r1.root.6.11.lane7.NoIndex.L007.sequences	199134	5477	8.562213352437851
Roots	grape	grape_gilbert	2382.SH004.C1.RH.3.213.root.9.11.lane1.NoIndex.L001.sequences	50979	5147	10.184776067625192
Roots	grape	grape_gilbert	2382.SH004.C1.RH.3.413.root.4.12.lane7.NoIndex.L007.sequences	62342	4773	9.24971905947145
Roots	grape	grape_gilbert	2382.SH004.C1.RH.3.613.root.9.12.lane7.NoIndex.L007.sequences	138805	3916	7.256451204348895
Roots	grape	grape_gilbert	2382.SH004.C1.RH.4.15.root.6.11.lane1.NoIndex.L001.sequences	46266	5104	10.418018550716729
Roots	grape	grape_gilbert	2382.SH004.C1.RH.4.218.root.9.11.lane1.NoIndex.L001.sequences	49622	4746	9.634542594777317
Roots	grape	grape_gilbert	2382.SH004.C1.RH.4.418.root.4.12.lane7.NoIndex.L007.sequences	39508	3414	8.59536251856424
Roots	grape	grape_gilbert	2382.SH004.C1.RH.4.618.root.9.12.lane7.NoIndex.L007.sequences	186422	6186	9.109129402712314
Roots	grape	grape_gilbert	2382.SH004.C1.RH.5.223.root.9.11.lane1.NoIndex.L001.sequences	40991	3880	9.250842234787761
Roots	grape	grape_gilbert	2382.SH004.C1.RH.5.423.root.4.12.lane7.NoIndex.L007.sequences	42238	5186	10.585673190622947
Roots	grape	grape_gilbert	2382.SH004.C1.RH.5.623.root.9.12.lane7.NoIndex.L007.sequences	168813	6362	9.368793630084395
Roots	grape	grape_gilbert	2382.SH005.C3.RH.1.253.root.9.11.lane1.NoIndex.L001.sequences	40543	4446	10.065317808886267
Roots	grape	grape_gilbert	2382.SH005.C3.RH.1.453.root.4.12.lane7.NoIndex.L007.sequences	49849	3614	8.394536274177206
Roots	grape	grape_gilbert	2382.SH005.C3.RH.1.653.root.9.12.lane7.NoIndex.L007.sequences	197671	6040	8.893143793073214
Roots	grape	grape_gilbert	2382.SH005.C3.RH.2.258.root.9.11.lane1.NoIndex.L001.sequences	39407	4366	10.02907790815936
Roots	grape	grape_gilbert	2382.SH005.C3.RH.2.458.root.4.12.lane7.NoIndex.L007.sequences	90513	4230	7.2708926308503345
Roots	grape	grape_gilbert	2382.SH005.C3.RH.2.658.root.9.12.lane7.NoIndex.L007.sequences	124915	4676	8.804197641094671
Roots	grape	grape_gilbert	2382.SH005.C3.RH.3.463.root.4.12.lane7.NoIndex.L007.sequences	56754	3695	8.603345723711374
Roots	grape	grape_gilbert	2382.SH005.C3.RH.3.51.root.6.11.lane1.NoIndex.L001.sequences	43879	4284	9.685198368026784
Roots	grape	grape_gilbert	2382.SH005.C3.RH.3.663.root.9.12.lane7.NoIndex.L007.sequences	117198	4540	8.661987800530998
Roots	grape	grape_gilbert	2382.SH005.C3.RH.4.268.root.9.11.lane1.NoIndex.L001.sequences	39843	3821	9.509793604042416
Roots	grape	grape_gilbert	2382.SH005.C3.RH.4.468.root.4.12.lane7.NoIndex.L007.sequences	51511	5509	10.531167479838526
Roots	grape	grape_gilbert	2382.SH005.C3.RH.4.55.root.6.11.lane1.NoIndex.L001.sequences	48417	4085	9.393735523636494
Roots	grape	grape_gilbert	2382.SH005.C3.RH.4.668.root.9.12.lane7.NoIndex.L007.sequences	158854	5330	8.468192576035978
Roots	grape	grape_gilbert	2382.SH005.C3.RH.5.273.root.9.11.lane1.NoIndex.L001.sequences	38034	4565	10.014900304041774
Roots	grape	grape_gilbert	2382.SH005.C3.RH.5.473.root.4.12.lane7.NoIndex.L007.sequences	36667	4653	9.986027167696802
Roots	grape	grape_gilbert	2382.SH005.C3.RH.5.59.root.6.11.lane1.NoIndex.L001.sequences	34612	3694	9.18409443045944
Roots	grape	grape_gilbert	2382.SH005.C3.RH.5.673.root.9.12.lane7.NoIndex.L007.sequences	154509	5921	9.301702966798022
Roots	grape	grape_gilbert	2382.SH007.C6.RH.1.303.root.9.11.lane1.NoIndex.L001.sequences	45115	4569	10.176359249802228
Roots	grape	grape_gilbert	2382.SH007.C6.RH.1.503.root.4.12.lane7.NoIndex.L007.sequences	28640	2573	7.924331187106846
Roots	grape	grape_gilbert	2382.SH007.C6.RH.1.703.root.9.12.lane7.NoIndex.L007.sequences	135807	5369	9.173534989416893
Roots	grape	grape_gilbert	2382.SH007.C6.RH.2.308.root.9.11.lane1.NoIndex.L001.sequences	41011	4720	10.175970434570905
Roots	grape	grape_gilbert	2382.SH007.C6.RH.2.508.root.4.12.lane7.NoIndex.L007.sequences	59785	4299	9.161294531293377
Roots	grape	grape_gilbert	2382.SH007.C6.RH.2.708.root.9.12.lane7.NoIndex.L007.sequences	112063	4784	8.983135750106468
Roots	grape	grape_gilbert	2382.SH007.C6.RH.2.87.root.6.11.lane1.NoIndex.L001.sequences	47187	4195	9.208172691726418
Roots	grape	grape_gilbert	2382.SH007.C6.RH.3.513.root.4.12.lane7.NoIndex.L007.sequences	28784	3128	8.949118432586738
Roots	grape	grape_gilbert	2382.SH007.C6.RH.3.713.root.9.12.lane7.NoIndex.L007.sequences	127459	4383	8.769193313186625
Roots	grape	grape_gilbert	2382.SH007.C6.RH.4.318.root.9.11.lane1.NoIndex.L001.sequences	38970	3542	8.982494266980598
Roots	grape	grape_gilbert	2382.SH007.C6.RH.4.518.root.4.12.lane7.NoIndex.L007.sequences	40491	4363	10.114127075210327
Roots	grape	grape_gilbert	2382.SH007.C6.RH.4.718.root.9.12.lane7.NoIndex.L007.sequences	154233	5627	8.349731193500086
Roots	grape	grape_gilbert	2382.SH007.C6.RH.4.95.root.6.11.lane1.NoIndex.L001.sequences	28083	3839	9.912484026843986
Roots	grape	grape_gilbert	2382.SH007.C6.RH.5.323.root.9.11.lane1.NoIndex.L001.sequences	46693	4471	9.292591662959547
Roots	grape	grape_gilbert	2382.SH007.C6.RH.5.523.root.4.12.lane7.NoIndex.L007.sequences	61082	5629	10.38965264933287
Roots	grape	grape_gilbert	2382.SH007.C6.RH.5.723.root.9.12.lane7.NoIndex.L007.sequences	190515	5740	8.475175934435269
Roots	grape	grape_gilbert	2382.SH008.C6.HA.1.103.root.6.11.lane1.NoIndex.L001.sequences	58503	4317	9.412387537690309
Roots	grape	grape_gilbert	2382.SH008.C6.HA.1.328.root.9.11.lane1.NoIndex.L001.sequences	66225	4576	9.276355774013188
Roots	grape	grape_gilbert	2382.SH008.C6.HA.1.528.root.4.12.lane7.NoIndex.L007.sequences	67574	3790	8.350860537474707
Roots	grape	grape_gilbert	2382.SH008.C6.HA.1.728.root.9.12.lane7.NoIndex.L007.sequences	127105	5256	8.734630054878906
Roots	grape	grape_gilbert	2382.SH008.C6.HA.1.SH008.root.root.9.12.lane7.NoIndex.L007.sequences	180085	5884	8.850853694794216
Roots	grape	grape_gilbert	2382.SH008.C6.HA.2.333.root.9.11.lane1.NoIndex.L001.sequences	47809	4363	9.612133677668982
Roots	grape	grape_gilbert	2382.SH008.C6.HA.2.533.root.4.12.lane7.NoIndex.L007.sequences	41595	4931	10.12526709666198
Roots	grape	grape_gilbert	2382.SH008.C6.HA.2.733.root.9.12.lane7.NoIndex.L007.sequences	78494	4676	9.19283383744073
Roots	grape	grape_gilbert	2382.SH008.C6.HA.3.111.r1.root.6.11.lane7.NoIndex.L007.sequences	284428	6501	8.516481768937233
Roots	grape	grape_gilbert	2382.SH008.C6.HA.3.338.root.9.11.lane1.NoIndex.L001.sequences	42675	3898	8.609762945502485
Roots	grape	grape_gilbert	2382.SH008.C6.HA.3.538.root.4.12.lane7.NoIndex.L007.sequences	51792	3306	8.193299460200109
Roots	grape	grape_gilbert	2382.SH008.C6.HA.3.738.root.9.12.lane7.NoIndex.L007.sequences	180703	5974	8.747897505810924
Roots	grape	grape_gilbert	2382.SH008.C6.HA.4.115.root.6.11.lane1.NoIndex.L001.sequences	53547	4329	9.240305720260205
Roots	grape	grape_gilbert	2382.SH008.C6.HA.4.343.root.9.11.lane1.NoIndex.L001.sequences	50084	4896	10.02835898431804
Roots	grape	grape_gilbert	2382.SH008.C6.HA.4.543.root.4.12.lane7.NoIndex.L007.sequences	40541	3864	9.305464057110186
Roots	grape	grape_gilbert	2382.SH008.C6.HA.4.743.root.9.12.lane7.NoIndex.L007.sequences	178176	6515	9.382733278882181
Roots	grape	grape_gilbert	2382.SH008.C6.HA.5.348.root.9.11.lane1.NoIndex.L001.sequences	45248	3165	8.60571317027818
Roots	grape	grape_gilbert	2382.SH008.C6.HA.5.548.root.4.12.lane7.NoIndex.L007.sequences	65383	4184	8.157247074336603
Roots	grape	grape_gilbert	2382.SH008.C6.HA.5.748.root.9.12.lane7.NoIndex.L007.sequences	168749	5278	8.31936400217443
soil	Rice	Rice_knight	1642.MS00001	25451	4631	10.815556080294924
soil	Rice	Rice_knight	1642.MS00002	49204	5846	10.830822999030975
soil	Rice	Rice_knight	1642.MS00003	65875	6494	10.951367353593676
soil	Rice	Rice_knight	1642.MS00004	61415	6258	10.898048689009897
soil	Rice	Rice_knight	1642.MS00005	56890	5941	10.805867439402093
soil	Rice	Rice_knight	1642.MS00006	70663	6535	10.832785471827064
soil	Rice	Rice_knight	1642.MS00007	35381	4767	10.619975860402631
soil	Rice	Rice_knight	1642.MS00008	63875	6263	10.84324239878139
soil	Rice	Rice_knight	1642.MS00009	48082	5904	10.913798300503506
soil	Rice	Rice_knight	1642.MS00010	72843	6824	10.945949395170842
soil	Rice	Rice_knight	1642.MS00011	51641	5927	10.905956406579135
soil	Rice	Rice_knight	1642.MS00012	43160	5494	10.832787334398942
soil	Rice	Rice_knight	1642.MS00013	70077	6384	10.872401231964762
soil	Rice	Rice_knight	1642.MS00014	82553	6853	10.70347645411759
soil	Rice	Rice_knight	1642.MS00016	58608	5958	10.81758623759479
soil	Rice	Rice_knight	1642.MS00017	46069	5386	10.779449151393083
soil	Rice	Rice_knight	1642.MS00018	54109	6005	10.910846915246122
soil	Rice	Rice_knight	1642.MS00019	82285	7151	10.977776746114912
soil	Rice	Rice_knight	1642.MS00020	63321	6420	10.931715516350232
soil	Rice	Rice_knight	1642.MS00021	72019	6734	10.937319847785933
soil	Rice	Rice_knight	1642.MS00022	79951	7245	10.9821645349422
soil	Rice	Rice_knight	1642.MS00023	117145	8368	11.075512851019177
soil	Rice	Rice_knight	1642.MS00024	139610	8298	10.910391487348218
soil	Rice	Rice_knight	1642.MS00025	33531	4825	10.698868002758418
soil	Rice	Rice_knight	1642.MS00026	26200	4372	10.738861239425006
soil	Rice	Rice_knight	1642.MS00027	70801	6071	10.628089883801739
soil	Rice	Rice_knight	1642.MS00028	53853	5736	10.7427223309697
soil	Rice	Rice_knight	1642.MS00029	73484	6222	10.708716080814439
soil	Rice	Rice_knight	1642.MS00030	96013	7181	10.802209111205542
soil	Rice	Rice_knight	1642.MS00031	44048	5140	10.645987537717122
soil	Rice	Rice_knight	1642.MS00032	146740	8661	11.000389240693915
soil	Rice	Rice_knight	1642.MS00033	48352	5743	10.844923309762539
soil	Rice	Rice_knight	1642.MS00034	28569	4585	10.75665271491843
soil	Rice	Rice_knight	1642.MS00036	56029	6128	10.851341924650646
soil	Rice	Rice_knight	1642.MS00037	87665	7410	11.010357418907276
soil	Rice	Rice_knight	1642.MS00038	87678	7026	10.905556168563743
soil	Rice	Rice_knight	1642.MS00039	138622	8266	10.954568108064864
soil	Rice	Rice_knight	1642.MS00040	45105	5324	10.770500327125067
soil	Rice	Rice_knight	1642.MS00041	49159	5757	10.837771204483165
soil	Rice	Rice_knight	1642.MS00042	61073	6419	10.962851913079222
soil	Rice	Rice_knight	1642.MS00043	56143	5667	10.634703256918236
soil	Rice	Rice_knight	1642.MS00044	66645	6494	10.871107690313659
soil	Rice	Rice_knight	1642.MS00045	86683	6987	10.884625464712261
soil	Rice	Rice_knight	1642.MS00046	106927	7603	10.912791459227346
soil	Rice	Rice_knight	1642.MS00047	108917	7785	10.985094158081356
soil	Rice	Rice_knight	1642.MS00048	177403	9486	11.080070633988498
soil	Rice	Rice_knight	1642.MS00049	49618	6199	11.021013106055403
soil	Rice	Rice_knight	1642.MS00050	42694	5565	10.86053586131024
soil	Rice	Rice_knight	1642.MS00051	34184	5099	10.864101230952727
soil	Rice	Rice_knight	1642.MS00054	83394	6992	10.903980581607476
soil	Rice	Rice_knight	1642.MS00057	41224	5257	10.685010738583017
soil	Rice	Rice_knight	1642.MS00058	37487	5564	10.990690471963795
soil	Rice	Rice_knight	1642.MS00059	99656	8033	10.992213352190756
soil	Rice	Rice_knight	1642.MS00060	65115	6912	10.97955936948048
soil	Rice	Rice_knight	1642.MS00061	108547	7766	10.892938223924606
soil	Rice	Rice_knight	1642.MS00062	77094	7049	10.994033733404693
soil	Rice	Rice_knight	1642.MS00063	104488	7554	10.912227696620588
soil	Rice	Rice_knight	1642.MS00064	107893	7149	10.701865738171255
soil	Rice	Rice_knight	1642.MS00065	36665	5142	10.826696207658118
soil	Rice	Rice_knight	1642.MS00066	20260	3960	10.716602623544789
soil	Rice	Rice_knight	1642.MS00067	38062	4544	10.348749526449836
soil	Rice	Rice_knight	1642.MS00068	45932	5554	10.835585488668167
soil	Rice	Rice_knight	1642.MS00069	77621	6574	10.811068318704306
soil	Rice	Rice_knight	1642.MS00070	74531	6655	10.87390846920539
soil	Rice	Rice_knight	1642.MS00071	71911	6642	10.829848273084508
soil	Rice	Rice_knight	1642.MS00072	41003	4947	10.616491839050854
soil	Rice	Rice_knight	1642.MS00073	24883	4045	10.62387718153627
soil	Rice	Rice_knight	1642.MS00074	25558	4298	10.676306196065548
soil	Rice	Rice_knight	1642.MS00075	33460	4731	10.723968174824604
soil	Rice	Rice_knight	1642.MS00076	28495	4365	10.614921883910624
soil	Rice	Rice_knight	1642.MS00077	51764	5522	10.678800773612389
soil	Rice	Rice_knight	1642.MS00078	51538	5812	10.896144179429461
soil	Rice	Rice_knight	1642.MS00079	99447	7043	10.851847593175115
soil	Rice	Rice_knight	1642.MS00080	72920	6538	10.884149746802715
soil	Rice	Rice_knight	1642.MS00081	49741	5872	10.917507533431076
soil	Rice	Rice_knight	1642.MS00082	22761	4235	10.75055770309595
soil	Rice	Rice_knight	1642.MS00083	29600	4662	10.75685782879793
soil	Rice	Rice_knight	1642.MS00084	36901	5214	10.848099048945006
soil	Rice	Rice_knight	1642.MS00085	34732	4915	10.741407303385921
soil	Rice	Rice_knight	1642.MS00086	64052	6270	10.885956805543096
soil	Rice	Rice_knight	1642.MS00087	48863	5875	10.909465738020822
soil	Rice	Rice_knight	1642.MS00088	15112	3172	10.481673056183709
soil	Rice	Rice_knight	1642.MS00089	29619	4437	10.72446287152974
soil	Rice	Rice_knight	1642.MS00090	34572	4825	10.741763158487379
soil	Rice	Rice_knight	1642.MS00091	37266	5054	10.71221558176685
soil	Rice	Rice_knight	1642.MS00092	26107	4428	10.747823338951942
soil	Rice	Rice_knight	1642.MS00093	49080	5889	10.93484239338511
soil	Rice	Rice_knight	1642.MS00094	32166	4509	10.618083601294936
soil	Rice	Rice_knight	1642.MS00095	38891	5298	10.855684187630754
soil	Rice	Rice_knight	1642.MS00096	44856	5577	10.8777043505623
soil	Rice	Rice_knight	1642.MS00097	57516	6125	10.918436308189257
soil	Rice	Rice_knight	1642.MS00098	65967	6298	10.801409586120645
soil	Rice	Rice_knight	1642.MS00099	87958	6807	10.779626985482492
soil	Rice	Rice_knight	1642.MS00100	30245	4428	10.471067435979357
soil	Rice	Rice_knight	1642.MS00101	70052	6032	10.63299916368918
soil	Rice	Rice_knight	1642.MS00102	82954	6820	10.890525234566024
soil	Rice	Rice_knight	1642.MS00103	61403	6065	10.718421250199997
soil	Rice	Rice_knight	1642.MS00104	70084	6617	10.902997009243538
soil	Rice	Rice_knight	1642.MS00105	55618	6049	10.866773546588227
soil	Rice	Rice_knight	1642.MS00106	49368	5475	10.717393358990684
soil	Rice	Rice_knight	1642.MS00107	67424	5941	10.65458896648893
soil	Rice	Rice_knight	1642.MS00108	67778	6230	10.795203647559456
soil	Rice	Rice_knight	1642.MS00109	66872	6083	10.701720794733049
soil	Rice	Rice_knight	1642.MS00110	68322	6221	10.751628462589457
soil	Rice	Rice_knight	1642.MS00111	56949	5893	10.790470325862982
soil	Rice	Rice_knight	1642.MS00112	82310	6608	10.80500453753892
soil	Rice	Rice_knight	1642.MS00113	52754	5549	10.74386269317103
soil	Rice	Rice_knight	1642.MS00114	63406	6077	10.77432516260812
soil	Rice	Rice_knight	1642.MS00115	61548	5705	10.574798560418573
soil	Rice	Rice_knight	1642.MS00116	130412	7976	10.785214568646941
soil	Rice	Rice_knight	1642.MS00117	138457	7899	10.832944137497675
soil	Rice	Rice_knight	1642.MS00118	310656	9976	10.845754573392782
soil	Rice	Rice_knight	1642.MS00119	338919	10165	10.899343100059067
soil	Rice	Rice_knight	1642.MS00120	71517	6156	10.695624886946007
soil	Rice	Rice_knight	1642.MS00121	66126	6251	10.803467092267521
soil	Rice	Rice_knight	1642.MS00122	63956	5945	10.732594880490312
soil	Rice	Rice_knight	1642.MS00123	36613	4493	10.461099298233464
soil	Rice	Rice_knight	1642.MS00124	86541	6330	10.653567757262149
soil	Rice	Rice_knight	1642.MS00125	118141	7234	10.792556251743564
soil	Rice	Rice_knight	1642.MS00126	108430	6939	10.750703974350412
soil	Rice	Rice_knight	1642.MS00127	111030	7415	10.815853668932425
soil	Rice	Rice_knight	1642.MS00128	48170	5381	10.675417195875125
soil	Rice	Rice_knight	1642.MS00130	52013	5504	10.779211266075801
soil	Rice	Rice_knight	1642.MS00131	41723	5192	10.7489437802611
soil	Rice	Rice_knight	1642.MS00132	43080	5095	10.6281037779725
soil	Rice	Rice_knight	1642.MS00133	33590	4674	10.641445955432097
soil	Rice	Rice_knight	1642.MS00134	51096	5386	10.646402636713104
soil	Rice	Rice_knight	1642.MS00135	27653	4127	10.50066253091313
soil	Rice	Rice_knight	1642.MS00136	41243	4909	10.631800125523876
soil	Rice	Rice_knight	1642.MS00137	29408	4293	10.598582761773923
soil	Rice	Rice_knight	1642.MS00138	50974	5670	10.807925996056543
soil	Rice	Rice_knight	1642.MS00139	44666	5409	10.79203170857262
soil	Rice	Rice_knight	1642.MS00140	46785	5272	10.668465991499477
soil	Rice	Rice_knight	1642.MS00141	53929	5820	10.840455499740921
soil	Rice	Rice_knight	1642.MS00142	44721	5121	10.62290761123397
soil	Rice	Rice_knight	1642.MS00143	42969	4740	10.250720614948985
soil	Rice	Rice_knight	1642.MS00144	49772	5401	10.628888144534555
soil	Rice	Rice_knight	1642.MS00145	42189	5173	10.755321792946914
soil	Rice	Rice_knight	1642.MS00146	42273	5138	10.704142084346683
soil	Rice	Rice_knight	1642.MS00147	61343	5627	10.624884755648484
soil	Rice	Rice_knight	1642.MS00148	65883	5829	10.647790772381638
soil	Rice	Rice_knight	1642.MS00149	53818	5151	10.50700470096976
soil	Rice	Rice_knight	1642.MS00150	54826	5773	10.8129500782736
soil	Rice	Rice_knight	1642.MS00151	70511	5911	10.617544006856185
soil	Rice	Rice_knight	1642.MS00152	45582	5278	10.669874735719109
soil	Rice	Rice_knight	1642.MS00153	41738	4961	10.675467011715845
soil	Rice	Rice_knight	1642.MS00154	45897	5336	10.774301904881062
soil	Rice	Rice_knight	1642.MS00155	55311	5796	10.786026801807024
soil	Rice	Rice_knight	1642.MS00156	55039	5759	10.759483161797005
soil	Rice	Rice_knight	1642.MS00157	77566	6704	10.884390845521217
soil	Rice	Rice_knight	1642.MS00158	72133	6288	10.800956906293877
soil	Rice	Rice_knight	1642.MS00159	50976	4776	9.738594030456506
soil	Rice	Rice_knight	1642.MS00160	32596	4489	10.592378606850826
soil	Rice	Rice_knight	1642.MS00161	44767	5199	10.68812746916479
soil	Rice	Rice_knight	1642.MS00162	25232	4121	10.604893568700637
soil	Rice	Rice_knight	1642.MS00163	63127	5783	10.68800087168022
soil	Rice	Rice_knight	1642.MS00164	56788	5907	10.774975493244686
soil	Rice	Rice_knight	1642.MS00165	46222	5036	10.596154081197948
soil	Rice	Rice_knight	1642.MS00166	28887	4076	10.460923097922269
soil	Rice	Rice_knight	1642.MS00167	39819	5123	10.743206174887336
soil	Rice	Rice_knight	1642.MS00168	29321	4439	10.658770167505832
soil	Rice	Rice_knight	1642.MS00169	67103	5734	10.540242749005493
soil	Rice	Rice_knight	1642.MS00170	57537	5631	10.636440255323105
soil	Rice	Rice_knight	1642.MS00171	68396	5784	10.588655693040876
soil	Rice	Rice_knight	1642.MS00172	60776	5545	10.593075851689509
soil	Rice	Rice_knight	1642.MS00173	51471	5321	10.547698640712197
soil	Rice	Rice_knight	1642.MS00174	84104	6723	10.813556046821768
soil	Rice	Rice_knight	1642.MS00175	88434	6945	10.820650552516263
soil	Rice	Rice_knight	1642.MS00176	39770	4894	10.554758910510978
soil	Rice	Rice_knight	1642.MS00177	58836	5804	10.73630114161581
soil	Rice	Rice_knight	1642.MS00178	53396	5532	10.567015061675274
soil	Rice	Rice_knight	1642.MS00179	29245	4477	10.651739602167199
soil	Rice	Rice_knight	1642.MS00180	41616	4949	10.646850575628944
soil	Rice	Rice_knight	1642.MS00181	52162	5569	10.717810432586589
soil	Rice	Rice_knight	1642.MS00182	43500	5114	10.660003519299183
soil	Rice	Rice_knight	1642.MS00183	63924	6202	10.846597918038134
soil	Rice	Rice_knight	1642.MS00184	38374	4989	10.689502205951223
soil	Rice	Rice_knight	1642.MS00185	31138	4441	10.594028909984967
soil	Rice	Rice_knight	1642.MS00186	40987	5049	10.686973343491537
soil	Rice	Rice_knight	1642.MS00187	29046	4309	10.580136430528443
soil	Rice	Rice_knight	1642.MS00188	58411	5702	10.733834905966464
soil	Rice	Rice_knight	1642.MS00189	50394	5458	10.722602828189357
soil	Rice	Rice_knight	1642.MS00190	73908	6406	10.7335898613642
soil	Rice	Rice_knight	1642.MS00191	26102	4012	10.542192241727054
soil	Rice	Rice_knight	1642.MS00192	56052	5804	10.76574889427037
soil	Rice	Rice_knight	1642.MS00193	36564	4748	10.602703278256818
soil	Rice	Rice_knight	1642.MS00194	65836	5967	10.679350902216333
soil	Rice	Rice_knight	1642.MS00195	64832	5674	10.560207413154284
soil	Rice	Rice_knight	1642.MS00196	73162	5846	10.673727805935986
soil	Rice	Rice_knight	1642.MS00197	98882	6707	10.612589057373725
soil	Rice	Rice_knight	1642.MS00198	119690	7036	10.669998795649205
soil	Rice	Rice_knight	1642.MS00199	57932	5788	10.764969256120326
